cleaned_text
 ، سيتم الرد عليك في أقرب فرصة ممكنة
 ، يتم الاحتساب من تاريخ الإصدار 
  الرسوم 300 ريال لخمس سنوات، 600 ريال لعشر سنوات، علمًا بأن العشر سنوات تكون لمن أتم 21 عامًا 
  يتم إصدار هوية مقيم عبر منصة أبشر أو مقيم لصاحب العمل بعد سداد الرسوم، ويشترط وجود فحص طبي لتتمكن من إتمام الإجراء، علمًا أنه تفرض غرامة تأخير إصدار هوية مقيم بعد ٩٠ يوم من تاريخ الدخول ٥٠٠ ريال 
 ، يرجي توضيح نوع التأشيرة لنتمكن من إفادتك 
  بإمكان المقيم السفر ويلزم وجود تأشيرة سارية الصلاحية ووثيقة سفر سارية مع الالتزام بشروط دخول بلد المقصد
  يشترط خلو سجل المستفيد  المقيم  من المخالفات و الملاحظات لتتمكن من إتمام الإجراء 
 ، بإمكانك تجديد هوية مقيم للعمالة المنزلية في حال كانت صلاحية الهوية أقل من 14 شهر، وفي حالة العمالة التجارية، إذا تبقى على صلاحية هوية مقيم أقل من 6 شهور مع وجود  رخصة العمل ، ووثيقة التأمين الصحي  سارية الصلاحية نسعد بتواصلك
 ، تفضل بطرح استفسارك لنتمكن من إفادتك 
 ، في حال أن الإجازة تبدأ يوم الأحد يمكنك المغادرة بنهاية دوام يوم الخميس 
 ، يرجى معاودة المحاولة مرة أخرى، وفي حال استمرار تعذر تنفيذ العملية من منصة أبشر، يمكنك حجز موعد ومراجعة إدارة الجوازات لنتمكن من خدمتك 
  يمكنك التواصل مع الزملاء بالاتصال على الدعم الفني 920020405 
 ، بإمكان المقيم السفر ويلزم وجود تأشيرة سارية الصلاحية ووثيقة سفر سارية مع الالتزام بشروط دخول بلد المقصد
  يتم حجز موعد ومراجعة إدارة الجوازات من قبل صاحب العمل أو المفوض لنتمكن من خدمتك 
 أهلًا بك، عند إصدار أو تجديد جواز السفر يتم اعتماد الاسم المسجل بالحاسب الآلي، وفي حال الرغبة في تعديل ترجمة الاسم بالجواز يرجى التواصل مع وكالة وزارة الداخلية للأحوال المدنية للتعديل ومن ثم يمكنك إتمام الإجراء عبر منصة أبشر الخاصة بك لنتمكن من خدمتك 
  يرجى توضيح نوع التأشيرة، هل هي زيارة مفردة أو متعددة لنتمكن من إفادتك 
 أهلًا بك، بإمكانكم إصدار تأشيرة خروج وعودة إلى قبل نهاية صلاحية هوية مقيم 
 ، التعليمات تشترط الالتزام بضوابط التأشيرة والمغادرة قبل إنتهاء صلاحية التأشيرة
 ، يتم استرداد المبلغ عبر حسابك البنكي، والسداد مرة أخرى حسب الخدمة المطلوبة 
 ، يمكنك معرفة معلومات جواز السفر عبر منصة أبشر بعد إتمام عملية التجديد 
 ، تفرض غرامة تأخير تجديد هوية مقيم بعد ٣ أيام من انتهاء صلاحية سريانها، علمًا أن غرامة تأخير تجديد هوية مقيم ٥٠٠ ريال للمرة الأولى و ١٠٠٠ ريال في حالة التكرار 
  في حال وجود اختلاف ملحوظ في الشكل، يتطلب منك تجديد جواز السفر لتسهيل إجراءات المغادرة 
  بإمكانك تمديد تأشيرة الخروج والعودة لمن هم خارج المملكة إلكترونياً بعد سداد الرسوم عبر خدمة سداد من خلال منصة أبشر
 ، التعليمات تشترط سريان صلاحية التأشيرة القادم بموجبها ووثيقة السفر لتتمكن من الدخول 
  يرجى التوضيح هل المستفيد داخل أم خارج المملكة 
  يتم الاحتساب من تاريخ الإصدار 
 ، يمكنك التواصل مع الزملاء بالاتصال على الدعم الفني 920020405 
 عفوًا، نسعد ونتشرف بخدمتكم
  ، يرجى توضيح استفسارك لنتمكن من إفادتك نسعد بتواصلك
  ، يرجى توضيح مهنة المستفيد لنتمكن من خدمتك 
  وجود مخالفات على سجل رب الأسرة لا يعيق من إصدار أو تجديد جواز سفر لأحد التابعين نسعد بتواصلك
 ، التعليمات لا تسمح بذلك 
 ، خدمة تجزئة رسوم الإقامة لا تنطبق على العمالة المنزلية ومن في حكمهم 
 ، سيتم الإعلان عن نتائج القبول النهائي من قبل الإدارة العامة للقبول المركزي بوزارة الداخلية خلال الفترة القادمة 
 ، في حال تم نقل الخدمات وتسجيل العامل ضمن العمالة في منصة أبشر، لا يتطلب تغيير اسم صاحب العمل في جواز السفر سعدنا بتواصلك
  ، يمكنك السفر بالهوية الوطنية مع مراعاة ألا تقل صلاحيتها عن 3 أشهر عند السفر لدول مجلس التعاون لدول الخليج 
   التعليمات تشترط الالتزام بضوابط التأشيرة والمغادرة قبل إنتهاء صلاحية التأشيرة
  ، بإمكانكم إصدار تأشيرة خروج وعودة إلى قبل نهاية صلاحية هوية مقيم 
  تفرض غرامة تأخير تجديد هوية مقيم بعد ٣ أيام من انتهاء صلاحية سريانها، علمًا أن غرامة تأخير تجديد هوية مقيم ٥٠٠ ريال للمرة الأولى و ١٠٠٠ ريال في حالة التكرار 
 أهلًا بك، يرجى توضيح استفسارك لنتمكن من إفادتك نسعد بتواصلك
   وجود مخالفات على سجل رب الأسرة لا يعيق من إصدار أو تجديد جواز سفر لأحد التابعين نسعد بتواصلك
 ، نرجو تزويدنا بالتفاصيل عبر البريد الإلكتروني 992 م
  التعليمات تمنع المدرج في قائمة منع السفر من السفر خارج المملكة 
   يمكنك إصدار تأشيرة خروج وعودة عبر منصة أبشر لصاحب العمل بعد سداد الرسوم 
  يرجى التواصل مع الناقل البريدي للإفادة سعدنا بتواصلك
   يرجى التواصل مع الناقل البريدي للإفادة سعدنا بتواصلك
 ، التعليمات تشترط سريان صلاحية هوية مقيم لتتمكن من إصدار تأشيرة خروج نهائي 
  أهلًا بك، يرجى توضيح استفسارك لنتمكن من إفادتك نسعد بتواصلك
 ، التعليمات تشترط سريان صلاحية التأشيرة وهوية مقيم ووثيقة السفر لتتمكن من الدخول 
 ، يرجى التقيد باشتراطات الصورة الموضحة لك بمنصة أبشر لتتم العملية لك بنجاح 
  ، يرجى توضيح نوع التأشيرة، هل هي زيارة مفردة أو متعددة لنتمكن من إفادتك 
  أهلًا بك، نرجو تزويدنا بالتفاصيل عبر البريد الإلكتروني 992 م
  ، التعليمات تشترط سريان صلاحية التأشيرة القادم بموجبها ووثيقة السفر لتتمكن من الدخول 
  وثيقة السفر هي جواز السفر بمختلف أنواعه بالإضافة إلى تذكرة المرور الصادرة من السفارات لمواطنيها المتواجدين على أرض المملكة 
  ، يتم الإجراء بحجز موعد و مراجعة إدارة الجوازات شريطة أن يكون الجواز ساري الصلاحية والصورة الشخصية في الجواز حديثة وتكون مكشوف الرأس شكراً لتواصلك
  ، سجل الأسرة لا يعد وثيقة سفر، يجب إصدار جواز سفر مستقل لكل شخص نشكر تواصلكم
   التعليمات لا تسمح بذلك 
  ، في حال وجود اختلاف ملحوظ في الشكل، يتطلب منك تجديد جواز السفر لتسهيل إجراءات المغادرة 
 ، بإمكانك تجديد جواز سفرك عبر منصة أبشر دون النظر للمدة المتبقية في صلاحية الجواز
  التعليمات تشترط سداد رسوم المقابل المالي واستكمال الإجراءات النظامية اللازمة لتنفيذ الخدمة 
   التعليمات تشترط سريان صلاحية التأشيرة القادم بموجبها ووثيقة السفر لتتمكن من الدخول 
  ، التعليمات تشترط الالتزام بضوابط التأشيرة والمغادرة قبل إنتهاء صلاحية التأشيرة
   يمكنك التواصل مع الزملاء بالاتصال على الدعم الفني 920020405 
 ، في حال تعذر تنفيذ العملية من منصة أبشر، يمكنك حجز موعد ومراجعة إدارة الجوازات لنتمكن من خدمتك 
   يرجى التواصل مع مقدم الخدمة لإفادتك 
   تأشيرة الخروج والعودة المفردة لسفرة واحدة، وتأشيرة الخروج والعودة المتعددة فهي لعدة سفرات، علمًا أنه في حال إصدار تأشيرة خروج وعودة متعددة للعامل المنزلي يشترط مرافقة صاحب العمل عند المغادرة سعدنا بتواصلك
  ، يرجى التواصل مع وزارة الخارجية للإفادة شكرًا لك
   مدة تأشيرات الخروج والعودة إذا كانت محددة بالأشهر 60 ، 90، 120 يوم، صلاحيتها 3 أشهر للسفر من تاريخ الإصدار وتحسب مدة التأشيرة من تاريخ السفر أما إذا كانت محددة بالأيام أو عودة قبل، فتحسب من تاريخ الإصدار نسعد بتواصلك
  يرجى التواصل مع وزارة الخارجية للإفادة شكرًا لك
  عند إصدار أو تجديد جواز سفرك يتم اعتماد الصورة الموثقة في الحاسب الآلي، وفي حال الرغبة في تغيير الصورة يرجى التواصل مع وكالة وزارة الداخلية للأحوال المدنية لتغيير الصورة في سجلك المدني لنتمكن من خدمتكم
   يمكنك المغادرة بجواز السفر أو الهوية الوطنية ويشترط أن تكون صلاحية الهوية والجواز أكثر من ثلاثة أشهر لنفس الوجهة الموضحة سعدنا بك
  التعليمات تشترط سريان صلاحية التأشيرة القادم بموجبها ووثيقة السفر لتتمكن من الدخول 
 ، عند إصدار أو تجديد جواز سفرك يتم اعتماد الصورة الموثقة في الحاسب الآلي، وفي حال الرغبة في تغيير الصورة يرجى التواصل مع وكالة وزارة الداخلية للأحوال المدنية لتغيير الصورة في سجلك المدني لنتمكن من خدمتكم
   يرجى التواصل مع وزارة الخارجية للإفادة شكرًا لك
  يلزم مراجعة سفارة المملكة لإصدار تأشيرة دخول للمولود مع وجود جواز سفر مستقل للمولود 
  أهلًا بك، يتم إصدار أو تجديد جواز السفر لمن بلغ 21 عامًا فأكثر عبر حسابه الشخصي في منصة أبشر  
  ، في حال أن الإجازة تبدأ يوم الأحد يمكنك المغادرة بنهاية دوام يوم الخميس 
 ، يرجى التواصل مع وزارة الخارجية للإفادة شكرًا لك
 ، يرجى التواصل معنا بمركز خدمات المستفيدين على الرقم 992 خلال أوقات العمل الرسمية لنتمكن من خدمتك 
   ، يرجى التواصل مع سفارة بلد المستفيد لإفادتك سعدنا بك
  ، يرجى التواصل مع سفارة بلد المستفيد لإفادتك سعدنا بك
 ، يرجى توضيح عمر المستفيد لنتمكن من إفادتك
 أهلًا بك، يرجى حجز موعد ومراجعة إدارة الوافدين في منطقتك لنتمكن من خدمتك 
  يشترط خلو سجل المستفيد من المخالفات والملاحظات لتتمكن من إصدار أو تجديد جواز السفر 
  يتم استرداد المبلغ عبر حسابك البنكي، والسداد مرة أخرى حسب الخدمة المطلوبة 
  في حال تعذر تنفيذ العملية من منصة أبشر، يمكنك حجز موعد ومراجعة إدارة الجوازات لنتمكن من خدمتك 
 أهلًا بك، لقد تمت الإفادة شكرًا لتواصلك
 أهلًا بك، يتم الإجراء عبر مراجعة إدارة الجوازات من قبل الوكيل الشرعي وتنازل الورثة وإحضار صك حصر الإرث رحم الله فقيدكم
  يمكنك معرفة معلومات جواز السفر عبر منصة أبشر بعد إتمام عملية التجديد 
 ، يرجى حجز موعد إلكتروني ومراجعة إدارة الجوازات بمنطقتكم
 أهلًا بك، يرجى حجز موعد إلكتروني ومراجعة إدارة الجوازات بمنطقتكم
  يتم إيصال جواز السفر خلال 7 أيام عمل من تاريخ إتمام الإجراء 
  ، التعليمات تشترط وجود تصريح سفر من مرجعك العسكريم
  ، نرجو تزويدنا بالتفاصيل عبر البريد الإلكتروني 992 م
  يتم إجراء نقل المعلومات عبر منصة أبشر التابعة لصاحب العمل 
    التعليمات لا تسمح بذلك 
 ، يرجى التواصل مع الزملاء في وزارة الحج والعمرة للإفادة 
 ، يرجى توضيح مهنة المستفيد لنتمكن من خدمتك 
 أهلًا بك، يرجى التواصل مع الزملاء في وزارة الحج والعمرة للإفادة 
 أهلًا بك، يرجى التوضيح هل تم فحص جوازك السابق 
  يرجى توضيح عمر المستفيد لنتمكن من إفادتك
 ، يرجى توضيح استفسارك لنتمكن من إفادتك نسعد بتواصلك
 ، يتم السداد عن طريق شيك مصدق باسم البنك المركزي السعودي 
 ، لا يوجد تأشيرة خروج وعودة لحاملي تأشيرة الزيارة، التعليمات تشترط الالتزام بضوابط التأشيرة والمغادرة قبل انتهاء صلاحية التأشيرة 
  لا يوجد تأشيرة خروج وعودة لحاملي تأشيرة الزيارة، التعليمات تشترط الالتزام بضوابط التأشيرة والمغادرة قبل انتهاء صلاحية التأشيرة سعدنا بك
 ، في حال كان الخروج نظاميًا ولا توجد ملاحظات يمكن العودة بتأشيرة جديدة نشكر تواصلكم
  نرجو تزويدنا باستفسارك لنتمكن من مساعدتك شكرًا لك
  التعليمات لا تسمح بذلك 
  بعد الانتهاء من طباعة هوية مقيم يتم تسليمها مباشرة لجهة الاختصاص لإيصالها للمستفيد نسعد بك
  ، يمكنك التواصل مع الزملاء بالاتصال على الدعم الفني 920020405 
   يرجى حجز موعد إلكتروني ومراجعة إدارة الجوازات بمنطقتك لنتمكن من إفادتكم
  ، يرجى التوضيح هل المستفيد مواطن أم مقيم لنتمكن من خدمتك 
 ، لقد تمت الإفادة شكراً لتواصلك
 أهلًا بك، نرجو تزويدنا بالتفاصيل عبر البريد الإلكتروني 992 م
 ، إيقاف الخدمات لا يمنع المواطن من السفر خارج المملكة 
   يرجى التواصل مع مكتب الاستقدام للإفادة 
  التعليمات تشترط مغادرة من هم على سجل المستفيد المتوفي رحم الله فقيدكم
  ، تنص التعليمات على من خرج ولم يعد بمنع الدخول لمدة ٣ سنوات 
  يمكنك تسلّم جواز سفرك بعد سداد رسوم خدمة التوصيل من خلال إدارات وفروع الجوازات أو عبر العنوان الوطني المسجل في منصة أبشر 
  ، يرجى التواصل مع وزارة الموارد البشرية والتنمية الاجتماعية للإفادة 
 ، يشترط خلو سجل المستفيد من المخالفات والملاحظات لتتمكن من إصدار أو تجديد جواز السفر 
   ، التأشيرة إلكترونية ولا يتطلب طباعتها
   يرجى التواصل مع هيئة تسوية الخلافات العمالية بوزارة الموارد البشرية والتنمية الاجتماعية 
  ، لا يمكن إلغاء بلاغ التغيب للعمالة المنزلية بعد مرور 15 يومًا من تاريخ البلاغ، ويمكنك التواصل مع وزارة الموارد البشرية و التنمية الاجتماعية للإفادة 
 ، يتم طلب طباعة هوية مقيم عبر خدمة توصيل الوثائق في منصة أبشر 
 أهلًا بك، سجل الأسرة لا يعد وثيقة سفر، يجب إصدار جواز سفر مستقل لكل شخص نشكر تواصلكم
  السن القانوني الذي يسمح لكم بالسفر بدون حمل تصريح سفر هو 21 سنة فأكثر 
   يرجي توضيح نوع التأشيرة لنتمكن من إفادتك 
 ، في حال كان الأبوين يحملون إقامة نظامية، يمكن تحويل تأشيرة الزيارة إلى إقامة لأطفالهم ممن هم دون 18 عامًا 
 ، التعليمات تشترط الالتزام بما هو موجود بوثيقة السفر
  تم تطبيق قرار السماح بسفر المواطنين إلى خارج المملكة دون اشتراط التحصين بلقاح فيروس كورونا في جميع المنافذ الدولية 
  ، يرجى التواصل مع حسابك البنكي للإفادة 
  لا يُشترط حصول المواطن على بوليصة تأمين تشمل تغطية مخاطر كوفيد  19 للسفر خارج المملكة 
 ، يرجى التواصل مع الزملاء في وكالة وزارة الداخلية للأحوال المدنية لإفادتك   
  التعليمات تشترط الالتزام بما هو موجود بوثيقة السفر
  ، يرجى التواصل مع مكتب الاستقدام للإفادة 
 أهلًا بك، التعليمات تشترط سريان صلاحية التأشيرة لتتمكن من المغادرة 
  أهلًا بك، يتم اختيار خدمة تجديد جواز السفر  سعدنا بك
  يمكنك متابعة الطلب بالدخول إلى خانة الاستعلام عن طلب سابق عبر حسابك في منصة أبشر 
  ، التعليمات تشترط سريان صلاحية التأشيرة وهوية مقيم ووثيقة السفر لتتمكن من الدخول 
  ، يمكنك معرفة ذلك من خلال منصة أبشر الخاصة بالمستضيف سعدنا بك
 ، عند تجديد الجواز تفرض رسوم 300 ريال لخمس سنوات، 600 ريال لعشر سنوات، علمًا بأن العشر سنوات تكون لمن أتم 21 عامًا 
  يتم إسقاط الوافد آلياً بخرج ولم يعد بعد مرور شهرين من تاريخ انتهاء التأشيرة 
 أهلًا بك، في حال تم تنفيذ الخدمة الرسوم غير مستردة 
 ، يتم حجز موعد ومراجعة إدارة الجوازات من قبل رب الأسرة لنتمكن من خدمتك 
  يرجى التواصل معنا بمركز خدمات المستفيدين على الرقم 992 خلال أوقات العمل الرسمية لنتمكن من خدمتك 
 ، تنص التعليمات على من خرج ولم يعد بمنع الدخول لمدة ٣ سنوات، وتحسب المدة من تاريخ انتهاء التأشيرة، ويتم الإعتماد على التقويم الهجري 
 ، يرجى التواصل مع وزارة الموارد البشرية والتنمية الاجتماعية للإفادة 
 ، يرجى التواصل مع مكتب الاستقدام للإفادة 
 ، يشترط أن لا تقل صلاحية سريان الجواز عن 90 يوم لتتمكن من إصدار تأشيرة خروج وعودة
 ، يتم الإجراء عبر مراجعة إدارة الجوازات من قبل الوكيل الشرعي وتنازل الورثة وإحضار صك حصر الإرث رحم الله فقيدكم
  يرجى التواصل مع مرجعك العسكري للإفادة 
  لا يتطلب رسوم لذلك، ويمكنك استخدام الهوية الرقمية على الأجهزة الذكية، ولا تحتاج إلى مراجعة إدارة الجوازات لطباعة هوية مقيم 
 ، يتعين عليك الالتزام بالتاريخ المدون في التأشيرة 
  يرجى توضيح مهنة المستفيد لنتمكن من خدمتك 
  مدة تأشيرات الخروج والعودة إذا كانت محددة بالأشهر 60 ، 90، 120 يوم، صلاحيتها 3 أشهر للسفر من تاريخ الإصدار وتحسب مدة التأشيرة من تاريخ السفر أما إذا كانت محددة بالأيام أو عودة قبل، فتحسب من تاريخ الإصدار نسعد بتواصلك
  سعيًا من المديرية العامة للجوازات لتطوير خدماتها المقدمة وإثراء تجربة المستفيدين وتقديم أجود الخدمات لهم فقد أتاحت لجميع المستفيدين الحصول على الجواز الإلكتروني الجديد بعد إتمام تقديم الطلب والموافقة عليه 
  في حال تم إصدار تأشيرة خروج نهائي لا يتطلب ذلك 
 ، المخالفات لا تمنع المواطن من السفر 
 ، مواعيد العمل من الأحد إلى الخميس من الساعة ٧٣٠ صباحًا حتى ٢٣٠ مساءً تسعدنا خدمتكم
 ، عند إصدار أو تجديد جواز السفر يتم اعتماد الاسم المسجل بالحاسب الآلي، وفي حال الرغبة في تعديل ترجمة الاسم بالجواز يرجى التواصل مع وكالة وزارة الداخلية للأحوال المدنية للتعديل ومن ثم يمكنك إتمام الإجراء عبر منصة أبشر الخاصة بك لنتمكن من خدمتك 
 أهلًا بك، تنص التعليمات على من خرج ولم يعد بمنع الدخول لمدة ٣ سنوات 
    يرجى توضيح نوع التأشيرة، هل هي زيارة مفردة أو متعددة لنتمكن من إفادتك 
  بإمكان المقيم السفر ويلزم وجود تأشيرة سارية الصلاحية وهوية مقيم سارية ووثيقة سفر سارية مع الالتزام بشروط دخول بلد المقصد
  يرجي توضيح نوع التأشيرة لنتمكن من إفادتك 
  للمواطن حق الحصول على جواز سفر متى شاء، وانتهاء سريان صلاحية  جواز السفر لا يترتب عليه أي غرامات مالية 
 ، يمكنك المغادرة بجواز السفر على أن لا تقل صلاحية سريانه عن ٣ أشهر لتتمكن من السفر ضمن الدول العربية و ٦ أشهر لبقية الدول 
  يشترط وثيقة سفر وتصريح مدته ساريه، دون الحاجة لوجود سجل الأسرة عند السفر 
 ، يمكنك تجديد هوية مقيم زوجة مواطن لأكثر من سنة بمراجعة إدارة الجوازات بعد حجز موعد عبر منصة أبشر الخاصة بكم
 عفواً، نسعد ونتشرف بخدمتك
   ، يتم حجز موعد ومراجعة إدارة الجوازات من قبل صاحب العمل أو المفوض لنتمكن من خدمتك 
  بإمكانك تجديد هوية مقيم لمن هم خارج المملكة إلكترونياً بعد سداد الرسوم عبر خدمة سداد من خلال منصة أبشر أعمال أو مقيم لصاحب العمل
 ، في حال وجود اختلاف كبير في الشكل يتطلب تغيير صورة هوية مقيم، يتم حجز موعد ومراجعة إدارة الجوازات لنتمكن من خدمتك، ويشترط سريان صلاحية جواز السفر شكرًا لك
  إصدار جواز السفر بعد فقدانه أو تلفه لا يحتاج إلى تفعيل 
 ، يتم تحديث بيانات جواز السفر عند منفذ المغادرة 
  يمكنك معرفة ذلك عبر منصة أبشر قسم الاستعلام عن التعاميم 
 ، التعليمات لا تسمح بذلك شكرًا لك
 أهلًا بك، لقد تمت الإفادة 
 أهلًا بك، للإبلاغ عن مخالفي أنظمة الإقامة والعمل وأمن الحدود يرجى الاتصال على الرقم 911 لمناطق مكة المكرمة والرياض والشرقية، و 999 لبقية مناطق المملكة 
  يرجى التقيد بمعايير رفع الصورة للمستفيد أقل من 10سنوات الموضحة على منصة أبشر أثناء طلب تجديد الجواز 
 ، للإبلاغ عن مخالفي أنظمة الإقامة والعمل وأمن الحدود يرجى الاتصال على الرقم 911 لمناطق مكة المكرمة والرياض والشرقية، و 999 لبقية مناطق المملكة 
  أهلًا بك، يرجى حجز موعد إلكتروني ومراجعة إدارة الجوازات بمنطقتكم
   يمكنك السفر بالهوية الوطنية مع مراعاة ألا تقل صلاحيتها عن 3 أشهر عند السفر لدول مجلس التعاون لدول الخليج 
 ، يمكنك استرداد الرسوم عبر نفس الحساب الذي تم السداد منه 
 ، في حال وجود صك حضانة، يمكن للحاضن حجز موعد ومراجعة إدارة الجوازات لإصدار أو تجديد جواز السفر للمحضون وإصدار تصريح سفر إلكتروني له، وتشمل ذلك صكوك الحضانة القديمة الصادرة قبل التعديلات الجديدة للائحة، التي تتضمن عبارة عدم السفر بالمحضون 
 ، يرجى التواصل مع الناقل البريدي، كما يمكنك استخدام الهوية الرقمية على الأجهزة الذكية 
 ، يتم إيصال جواز السفر خلال 7 أيام عمل من تاريخ إتمام الإجراء 
   يمكنك استرداد الرسوم عبر نفس الحساب الذي تم السداد منه 
  ، التعليمات تشترط أن تكون صلاحية الجواز لا تقل عن 3 أشهر عند السفر للدول العربية، و 6 أشهر لباقي الدول المسموح السفر إليها 
  أهلًا بك، سجل الأسرة لا يعد وثيقة سفر، يجب إصدار جواز سفر مستقل لكل شخص نشكر تواصلكم
   المخالفات لا تمنع المواطن من السفر 
 أهلًا بك، يمكنك استخدام الهوية الرقمية على الأجهزة الذكية، ولا تحتاج إلى مراجعة إدارة الجوازات لطباعة هوية مقيم 
  ، يمكنك استخدام الهوية الرقمية على الأجهزة الذكية، ولا تحتاج إلى مراجعة إدارة الجوازات لطباعة هوية مقيم 
 ، يتعين عليك حجز موعد ومراجعة إدارة الجوازات  قسم شؤون الزيارة  
 نسعد ونتشرف بخدمتكم
   يمكنك التأكد عبر منصة أبشر الخاصة بك في حال عدم وجود عمالة يرجى تجاهل الرسالة شكرًا لك
   يرجى توضيح مهنة المستفيد لنتمكن من خدمتك 
 ، لا يمكن السفر باستخدام الجواز الحالي أو الجواز الجديد أو الهوية الوطنية حتى يتم تسليم الجواز القديم وتفعيل الجواز الجديد 
   يتم إصدار هوية مقيم عبر منصة أبشر أو مقيم لصاحب العمل بعد سداد الرسوم، ويشترط وجود فحص طبي لتتمكن من إتمام الإجراء، علمًا أنه تفرض غرامة تأخير إصدار هوية مقيم بعد ٩٠ يوم من تاريخ الدخول ٥٠٠ ريال 
   يمكنك إصدار تأشيرة خروج نهائي عبر منصة أبشر أعمال أو مقيم لصاحب العمل م
  خدمة تجزئة رسوم الإقامة لا تنطبق على العمالة المنزلية ومن في حكمهم 
 ، التعليمات تشترط سريان التأشيرة القادم بموجبها مع وجود وثيقة سفر سارية المفعول بالإضافة إلى إحضار الجواز المرفق به تأشيرة القدوم 
 ، يمكنك استخدام الهوية الرقمية على الأجهزة الذكية، ولا تحتاج إلى مراجعة إدارة الجوازات لطباعة هوية مقيم 
   بإمكان المقيم السفر ويلزم وجود تأشيرة سارية الصلاحية وهوية مقيم سارية ووثيقة سفر سارية مع الالتزام بشروط دخول بلد المقصد
    يمكنك السفر بالهوية الوطنية مع مراعاة ألا تقل صلاحيتها عن 3 أشهر عند السفر لدول مجلس التعاون لدول الخليج 
  ، يتم حجز موعد ومراجعة إدارة الجوازات من قبل صاحب العمل أو المفوض لنتمكن من خدمتك 
   السن القانوني الذي يسمح لكم بالسفر بدون حمل تصريح سفر هو 21 سنة فأكثر 
